"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Data Item","Domain","Domain Category","Value","CV (%)"
"SURVEY","2023","YEAR","","STATE","MARYLAND","24","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","171",""
"SURVEY","2023","YEAR - AUG FORECAST","","STATE","MARYLAND","24","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","158",""
"SURVEY","2023","YEAR - NOV FORECAST","","STATE","MARYLAND","24","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","171",""
"SURVEY","2023","YEAR - OCT FORECAST","","STATE","MARYLAND","24","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","158",""
"SURVEY","2023","YEAR - SEP FORECAST","","STATE","MARYLAND","24","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","160",""
"SURVEY","2022","YEAR","","STATE","MARYLAND","24","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","165",""
"SURVEY","2022","YEAR - AUG FORECAST","","STATE","MARYLAND","24","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","172",""
"SURVEY","2022","YEAR - NOV FORECAST","","STATE","MARYLAND","24","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","170",""
"SURVEY","2022","YEAR - OCT FORECAST","","STATE","MARYLAND","24","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","174",""
"SURVEY","2022","YEAR - SEP FORECAST","","STATE","MARYLAND","24","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","172",""
"SURVEY","2021","YEAR","","STATE","MARYLAND","24","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","175",""
"SURVEY","2021","YEAR - AUG FORECAST","","STATE","MARYLAND","24","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","164",""
"SURVEY","2021","YEAR - NOV FORECAST","","STATE","MARYLAND","24","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","172",""
"SURVEY","2021","YEAR - OCT FORECAST","","STATE","MARYLAND","24","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","166",""
"SURVEY","2021","YEAR - SEP FORECAST","","STATE","MARYLAND","24","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","162",""
"SURVEY","2020","YEAR","","STATE","MARYLAND","24","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","155",""
"SURVEY","2020","YEAR - AUG FORECAST","","STATE","MARYLAND","24","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","160",""
"SURVEY","2020","YEAR - NOV FORECAST","","STATE","MARYLAND","24","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","153",""
"SURVEY","2020","YEAR - OCT FORECAST","","STATE","MARYLAND","24","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","155",""
"SURVEY","2020","YEAR - SEP FORECAST","","STATE","MARYLAND","24","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","163",""
"SURVEY","2019","YEAR","","STATE","MARYLAND","24","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","161",""
"SURVEY","2019","YEAR - AUG FORECAST","","STATE","MARYLAND","24","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","170",""
"SURVEY","2019","YEAR - NOV FORECAST","","STATE","MARYLAND","24","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","163",""
"SURVEY","2019","YEAR - OCT FORECAST","","STATE","MARYLAND","24","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","167",""
"SURVEY","2019","YEAR - SEP FORECAST","","STATE","MARYLAND","24","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","165",""
"SURVEY","2018","YEAR","","STATE","MARYLAND","24","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","146",""
"SURVEY","2018","YEAR - AUG FORECAST","","STATE","MARYLAND","24","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","168",""
"SURVEY","2018","YEAR - NOV FORECAST","","STATE","MARYLAND","24","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","152",""
"SURVEY","2018","YEAR - OCT FORECAST","","STATE","MARYLAND","24","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","162",""
"SURVEY","2018","YEAR - SEP FORECAST","","STATE","MARYLAND","24","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","175",""
"SURVEY","2017","YEAR","","STATE","MARYLAND","24","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","172",""
"SURVEY","2017","YEAR - AUG FORECAST","","STATE","MARYLAND","24","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","160",""
"SURVEY","2017","YEAR - NOV FORECAST","","STATE","MARYLAND","24","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","174",""
"SURVEY","2017","YEAR - OCT FORECAST","","STATE","MARYLAND","24","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","166",""
"SURVEY","2017","YEAR - SEP FORECAST","","STATE","MARYLAND","24","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","164",""
"SURVEY","2016","YEAR","","STATE","MARYLAND","24","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","152",""
"SURVEY","2016","YEAR - AUG FORECAST","","STATE","MARYLAND","24","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","170",""
"SURVEY","2016","YEAR - NOV FORECAST","","STATE","MARYLAND","24","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","165",""
"SURVEY","2016","YEAR - OCT FORECAST","","STATE","MARYLAND","24","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","163",""
"SURVEY","2016","YEAR - SEP FORECAST","","STATE","MARYLAND","24","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","170",""
"SURVEY","2015","YEAR","","STATE","MARYLAND","24","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","164",""
"SURVEY","2015","YEAR - AUG FORECAST","","STATE","MARYLAND","24","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","165",""
"SURVEY","2015","YEAR - NOV FORECAST","","STATE","MARYLAND","24","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","178",""
"SURVEY","2015","YEAR - OCT FORECAST","","STATE","MARYLAND","24","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","181",""
"SURVEY","2015","YEAR - SEP FORECAST","","STATE","MARYLAND","24","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","172",""
"SURVEY","2014","YEAR","","STATE","MARYLAND","24","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","175",""
"SURVEY","2014","YEAR - AUG FORECAST","","STATE","MARYLAND","24","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","158",""
"SURVEY","2014","YEAR - NOV FORECAST","","STATE","MARYLAND","24","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","170",""
"SURVEY","2014","YEAR - OCT FORECAST","","STATE","MARYLAND","24","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","170",""
"SURVEY","2014","YEAR - SEP FORECAST","","STATE","MARYLAND","24","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","166",""
"SURVEY","2013","YEAR","","STATE","MARYLAND","24","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","158",""
"SURVEY","2013","YEAR - AUG FORECAST","","STATE","MARYLAND","24","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","155",""
"SURVEY","2013","YEAR - NOV FORECAST","","STATE","MARYLAND","24","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","158",""
"SURVEY","2013","YEAR - SEP FORECAST","","STATE","MARYLAND","24","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","155",""
"SURVEY","2012","YEAR","","STATE","MARYLAND","24","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","122",""
"SURVEY","2012","YEAR - AUG FORECAST","","STATE","MARYLAND","24","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","110",""
"SURVEY","2012","YEAR - NOV FORECAST","","STATE","MARYLAND","24","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","115",""
"SURVEY","2012","YEAR - OCT FORECAST","","STATE","MARYLAND","24","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","115",""
"SURVEY","2012","YEAR - SEP FORECAST","","STATE","MARYLAND","24","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","115",""
"SURVEY","2011","YEAR","","STATE","MARYLAND","24","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","109",""
"SURVEY","2011","YEAR - AUG FORECAST","","STATE","MARYLAND","24","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","104",""
"SURVEY","2011","YEAR - NOV FORECAST","","STATE","MARYLAND","24","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","105",""
"SURVEY","2011","YEAR - OCT FORECAST","","STATE","MARYLAND","24","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","105",""
"SURVEY","2011","YEAR - SEP FORECAST","","STATE","MARYLAND","24","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","104",""
"SURVEY","2010","YEAR","","STATE","MARYLAND","24","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","106",""
"SURVEY","2010","YEAR - AUG FORECAST","","STATE","MARYLAND","24","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","100",""
"SURVEY","2010","YEAR - NOV FORECAST","","STATE","MARYLAND","24","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","100",""
"SURVEY","2010","YEAR - OCT FORECAST","","STATE","MARYLAND","24","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","95",""
"SURVEY","2010","YEAR - SEP FORECAST","","STATE","MARYLAND","24","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","100",""
"SURVEY","2009","YEAR","","STATE","MARYLAND","24","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","145",""
"SURVEY","2009","YEAR - AUG FORECAST","","STATE","MARYLAND","24","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","133",""
"SURVEY","2009","YEAR - NOV FORECAST","","STATE","MARYLAND","24","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","145",""
"SURVEY","2009","YEAR - OCT FORECAST","","STATE","MARYLAND","24","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","145",""
"SURVEY","2009","YEAR - SEP FORECAST","","STATE","MARYLAND","24","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","138",""
"SURVEY","2008","YEAR","","STATE","MARYLAND","24","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","121",""
"SURVEY","2008","YEAR - AUG FORECAST","","STATE","MARYLAND","24","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","130",""
"SURVEY","2008","YEAR - NOV FORECAST","","STATE","MARYLAND","24","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","121",""
"SURVEY","2008","YEAR - OCT FORECAST","","STATE","MARYLAND","24","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","121",""
"SURVEY","2008","YEAR - SEP FORECAST","","STATE","MARYLAND","24","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","126",""
"SURVEY","2007","YEAR","","STATE","MARYLAND","24","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","101",""
"SURVEY","2007","YEAR - AUG FORECAST","","STATE","MARYLAND","24","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","90",""
"SURVEY","2007","YEAR - NOV FORECAST","","STATE","MARYLAND","24","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","90",""
"SURVEY","2007","YEAR - OCT FORECAST","","STATE","MARYLAND","24","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","85",""
"SURVEY","2007","YEAR - SEP FORECAST","","STATE","MARYLAND","24","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","85",""
"SURVEY","2006","YEAR","","STATE","MARYLAND","24","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","140",""
"SURVEY","2006","YEAR - AUG FORECAST","","STATE","MARYLAND","24","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","142",""
"SURVEY","2006","YEAR - NOV FORECAST","","STATE","MARYLAND","24","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","140",""
"SURVEY","2006","YEAR - OCT FORECAST","","STATE","MARYLAND","24","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","140",""
"SURVEY","2006","YEAR - SEP FORECAST","","STATE","MARYLAND","24","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","142",""
"SURVEY","2005","YEAR","","STATE","MARYLAND","24","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","135",""
"SURVEY","2005","YEAR - AUG FORECAST","","STATE","MARYLAND","24","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","135",""
"SURVEY","2005","YEAR - NOV FORECAST","","STATE","MARYLAND","24","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","142",""
"SURVEY","2005","YEAR - OCT FORECAST","","STATE","MARYLAND","24","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","140",""
"SURVEY","2005","YEAR - SEP FORECAST","","STATE","MARYLAND","24","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","135",""
"SURVEY","2004","YEAR","","STATE","MARYLAND","24","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","153",""
"SURVEY","2004","YEAR - AUG FORECAST","","STATE","MARYLAND","24","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","141",""
"SURVEY","2004","YEAR - NOV FORECAST","","STATE","MARYLAND","24","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","152",""
"SURVEY","2004","YEAR - OCT FORECAST","","STATE","MARYLAND","24","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","152",""
"SURVEY","2004","YEAR - SEP FORECAST","","STATE","MARYLAND","24","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","143",""
"SURVEY","2003","YEAR","","STATE","MARYLAND","24","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","123",""
"SURVEY","2003","YEAR - AUG FORECAST","","STATE","MARYLAND","24","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","131",""
"SURVEY","2003","YEAR - NOV FORECAST","","STATE","MARYLAND","24","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","131",""
"SURVEY","2003","YEAR - OCT FORECAST","","STATE","MARYLAND","24","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","131",""
"SURVEY","2003","YEAR - SEP FORECAST","","STATE","MARYLAND","24","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","133",""
"SURVEY","2002","YEAR","","STATE","MARYLAND","24","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","74",""
"SURVEY","2002","YEAR - AUG FORECAST","","STATE","MARYLAND","24","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","87",""
"SURVEY","2002","YEAR - NOV FORECAST","","STATE","MARYLAND","24","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","76",""
